SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score,lat,lon
MALVERN,15,Theft,12,Theft:12; Hijack:3,March,Wednesday,16,2340835.86,156055.72,0,0.09523809523809523,0.2215491812571034,0.1584,-26.2013889,28.1019444
BLOEMFONTEIN,29,Theft,26,Theft:26; Remote jamming:1; Armed Robbery:1; Burglary:1,April,Monday,18,950049.48,32760.33,0,0.22857142857142856,0.08781599742972841,0.1582,-29.116395,26.215496
MEYERTON,19,Theft,18,Theft:18; Hijack:1,July,Tuesday,3,1939103.87,102058.1,0,0.13333333333333333,0.1829200295479767,0.1581,-26.5583333,28.0197222
MARLBORO,16,Hijack,10,Hijack:10; Theft:5; Armed Robbery:1,October,Wednesday,7,2229363.46,148624.23,1,0.10476190476190476,0.21083038275917831,0.1578,-26.0833416,28.1116491
PLETTENBERG BAY,28,Theft,28,Theft:28,September,Saturday,8,1024445.42,36587.34,0,0.21904761904761905,0.09496965241449348,0.157,-34.052778,23.369444
RANDPARK,27,Theft,23,Theft:23; Stolen and recovered:2; Armed Robbery:1; Hijack:1,April,Wednesday,0,1101139.53,40782.95,0,0.20952380952380953,0.10234429143785444,0.1559,-26.1111111,27.9716667
HENLEY ON KLIP,24,Theft,23,Theft:23; Burglary:1,July,Friday,0,1382443.81,60106.25,1,0.18095238095238095,0.12939353316875732,0.1552,-26.5352778,28.0611111
THE REEDS,26,Theft,26,Theft:26,June,Tuesday,5,1171928.4,45074.17,0,0.2,0.10915110310985408,0.1546,-25.8991667,28.1341667
UMHLANGA,22,Theft,21,Theft:21; Burglary:1,September,Wednesday,18,1563973.41,71089.7,0,0.1619047619047619,0.14684878849481958,0.1544,-31.4642677,27.2136813
MOWBRAY,28,Theft,26,Theft:26; Hijack:1; Armed Robbery:1,December,Saturday,2,969283.16,35899.38,1,0.21904761904761905,0.08966544124087424,0.1544,-33.9483333,18.4741667
ROODEKRANS,18,Theft,18,Theft:18,December,Saturday,15,1938992.2,107721.79,0,0.12380952380952381,0.18290929174894963,0.1534,-26.1038889,27.8472222
EAST LONDON,24,Theft,23,Theft:23; Hijack:1,August,Saturday,17,1310725.39,54613.56,0,0.18095238095238095,0.12249733919994027,0.1517,-33.0191604,27.8998573
LAKEFIELD,7,Theft,6,Theft:6; Armed Robbery:1,August,Friday,20,2956924.96,422417.85,0,0.01904761904761905,0.28079016754310804,0.1499,-26.1830556,28.2883333
WINDERMERE,19,Theft,19,Theft:19,March,Saturday,18,1767831.92,93043.79,0,0.13333333333333333,0.16645111418958572,0.1499,-33.9122222,18.5208333
PORT ELIZABETH CENTRAL,31,Theft,28,Theft:28; Armed Robbery:2; Hijack:1,October,Friday,15,579660.17,19322.01,1,0.24761904761904763,0.052200648879993136,0.1499,-33.960102,25.6242957
QUEENSWOOD,18,Theft,18,Theft:18,October,Thursday,16,1866906.5,103717.03,0,0.12380952380952381,0.17597778141202428,0.1499,-25.7323222,28.24756
PARKTOWN NORTH,17,Theft,15,Theft:15; Stolen and recovered:1; Burglary:1,December,Monday,12,1943362.72,114315.45,0,0.11428571428571428,0.18332954575990795,0.1488,-26.1394444,28.0302778
PRIMROSE,18,Theft,18,Theft:18,October,Friday,11,1783962.55,99109.03,0,0.12380952380952381,0.16800217949915638,0.1459,-26.1841667,28.1669444
BENDOR PARK,23,Theft,23,Theft:23,October,Wednesday,2,1272087.06,55308.13,0,0.17142857142857143,0.11878201169675265,0.1451,-23.8883333,29.4847222
PARKMORE,14,Theft,11,Theft:11; Malicious Damage:2; Armed Robbery:1,January,Friday,13,2137880.12,152705.72,0,0.08571428571428572,0.2020336627874439,0.1439,-26.0952778,28.0375
SILVERTON,19,Theft,16,Theft:16; Burglary:2; Hijack:1,October,Wednesday,0,1619650.88,85244.78,0,0.13333333333333333,0.15220254047113183,0.1428,-25.7283333,28.3047222
WILGEHEUWEL,20,Theft,19,Theft:19; Hijack:1,August,Sunday,15,1470377.41,73518.87,0,0.14285714285714285,0.13784892248124314,0.1404,-26.1094757,27.9004888
SIMON'S TOWN,11,Theft,11,Theft:11,March,Saturday,0,2358176.22,214379.66,0,0.05714285714285714,0.22321656999836567,0.1402,-34.193181,18.433266
VERULAM,23,Theft,23,Theft:23,January,Friday,14,1170330.17,50883.92,0,0.17142857142857143,0.10899742286861644,0.1402,-29.643889,31.043056
LOMBARDY EAST,15,Hijack,8,Hijack:8; Theft:6; Stolen and recovered:1,October,Tuesday,13,1943029.82,129535.32,0,0.09523809523809523,0.1832975352530923,0.1393,-26.1166667,28.125
FLORIDA PARK,15,Theft,14,Theft:14; Burglary:1,December,Sunday,22,1916410.25,127760.68,0,0.09523809523809523,0.18073788993343098,0.138,-26.1586219,27.9051084
NORTH BEACH,13,Theft,13,Theft:13,September,Saturday,17,2065298.43,158869.11,0,0.0761904761904762,0.19505445977621538,0.1356,-29.8467091,31.035303
BRITS,28,Theft,27,Theft:27; Remote jamming:1,April,Saturday,4,532079.67,19002.85,0,0.21904761904761905,0.04762547339323117,0.1333,-25.6297222,27.7841667
HURLINGHAM,20,Theft,20,Theft:20,July,Saturday,2,1311568.37,65578.42,0,0.14285714285714285,0.12257839722648123,0.1327,-26.1022222,28.0277778
WINGATE PARK,22,Theft,20,Theft:20; Burglary:1; Armed Robbery:1,February,Monday,3,1087770.18,49444.1,0,0.1619047619047619,0.101058741214676,0.1315,-25.825,28.2697222
RUIMSIG,12,Theft,11,Theft:11; Armed Robbery:1,July,Sunday,11,2071673.98,172639.5,0,0.06666666666666667,0.19566751050234532,0.1312,-26.0909169,27.8719328
SINOVILLE,19,Theft,19,Theft:19,May,Sunday,1,1348958.15,70997.8,0,0.13333333333333333,0.12617366850171838,0.1298,-25.6755556,28.2197222
SUNNYSIDE,18,Theft,14,Theft:14; Hijack:4,September,Monday,0,1434830.65,79712.81,0,0.12380952380952381,0.13443086960273598,0.1291,-25.7575,28.2122222
SUNNINGDALE,24,Theft,24,Theft:24,February,Thursday,2,818427.51,34101.15,0,0.18095238095238095,0.07515968632195696,0.1281,-33.8095111,18.4887457
MAYFAIR WEST,12,Theft,11,Theft:11; Hijack:1,November,Saturday,16,1984015.02,165334.58,0,0.06666666666666667,0.18723852961759113,0.127,-26.1969444,27.9963889
FLORIDA,16,Theft,16,Theft:16,January,Friday,15,1585839.24,99114.95,0,0.10476190476190476,0.14895133070042282,0.1269,-26.1752726,27.9233293
NASREC,11,Theft,9,Theft:9; Hijack:2,April,Saturday,23,2076677.38,188788.85,0,0.05714285714285714,0.19614862005416728,0.1266,-26.2428482,27.9803213
PARKRAND,14,Theft,14,Theft:14,November,Saturday,0,1742813.91,124486.71,0,0.08571428571428572,0.16404546931238673,0.1249,-26.2458333,28.2705556
COLBYN,7,Theft,5,Theft:5; Armed Robbery:2,April,Saturday,17,2431122.66,347303.24,0,0.01904761904761905,0.23023084610169692,0.1246,-25.7399812,28.2436658
SUMMERSTRAND,21,Theft,20,Theft:20; Burglary:1,May,Tuesday,20,1037374.45,49398.78,0,0.1523809523809524,0.09621286299705586,0.1243,-33.99,25.6616667
MORNINGSIDE MANOR,14,Theft,12,Theft:12; Hijack:1; Burglary:1,August,Friday,15,1700845.78,121488.98,0,0.08571428571428572,0.16000995981582325,0.1229,-26.0694937,28.0714501
RANDHART,15,Theft,15,Theft:15,January,Monday,13,1589941.27,105996.08,0,0.09523809523809523,0.1493457676462717,0.1223,-26.2894444,28.1119444
SASOLBURG,17,Theft,16,Theft:16; Burglary:1,November,Wednesday,0,1384094.81,81417.34,0,0.11428571428571428,0.12955228758976267,0.1219,-26.810278,27.821389
BROMHOF,18,Theft,18,Theft:18,April,Friday,14,1279669.52,71092.75,0,0.12380952380952381,0.11951111469317667,0.1217,-26.0875,27.9647222
GROOTFONTEIN COUNTRY ESTATES,16,Theft,16,Theft:16,November,Saturday,2,1474461.91,92153.87,0,0.10476190476190476,0.13824167380322755,0.1215,-25.8805321,28.3677751
LYNNWOOD GLEN,13,Theft,11,Theft:11; Burglary:1; Armed Robbery:1,January,Tuesday,11,1771135.63,136241.2,0,0.0761904761904762,0.16676878745925228,0.1215,-25.7727778,28.2794444
NORTH RIDING,19,Theft,18,Theft:18; Armed Robbery:1,September,Saturday,0,1173404.03,61758.11,0,0.13333333333333333,0.10929299456125814,0.1213,-26.0547222,27.9683333
FOCHVILLE,12,Theft,11,Theft:11; Hijack:1,April,Saturday,16,1864592.68,155382.72,0,0.06666666666666667,0.1757552925238289,0.1212,-26.4866667,27.4933333
WESTCLIFF,16,Theft,16,Theft:16,April,Saturday,18,1438240.4,89890.02,0,0.10476190476190476,0.13475873931019988,0.1198,-26.1697222,28.0255556
PRETORIUSPARK,7,Theft,7,Theft:7,May,Saturday,12,2297047.63,328149.66,0,0.01904761904761905,0.21733865727133833,0.1182,-25.8102778,28.3038889
LITTLE FALLS,18,Theft,16,Theft:16; Burglary:1; Armed Robbery:1,January,Friday,13,1205032.9,66946.27,0,0.12380952380952381,0.11233431675623257,0.1181,-26.1163889,27.8894444
FISH HOEK,19,Theft,19,Theft:19,January,Monday,8,1100223.4,57906.49,0,0.13333333333333333,0.10225619956158816,0.1178,-34.137645,18.4246723
MAGALIESSIG,8,Theft,8,Theft:8,July,Thursday,14,2169716.25,271214.53,0,0.02857142857142857,0.20509491438356764,0.1168,-26.0330556,28.0175
ALBERTON,21,Theft,21,Theft:21,December,Saturday,10,876781.89,41751.52,0,0.1523809523809524,0.08077084065873764,0.1166,-26.2669894,28.1220546
GORDONS BAY,19,Theft,19,Theft:19,October,Friday,4,1042026.2,54843.48,0,0.13333333333333333,0.0966601591072385,0.115,-34.1585049,18.8768292
GREENSTONE HILL,12,Theft,9,Theft:9; Hijack:3,April,Saturday,1,1728844.02,144070.34,0,0.06666666666666667,0.1627021732503285,0.1147,-26.1179651,28.1473032
LANGEBAAN,19,Theft,17,Theft:17; Armed Robbery:2,October,Saturday,0,1028066.14,54108.74,0,0.13333333333333333,0.0953178082638105,0.1143,-33.090717,18.034889
ROODEPLAAT,13,Theft,13,Theft:13,October,Friday,0,1598385.83,122952.76,0,0.0761904761904762,0.15015776718197416,0.1132,-25.640902,28.3558918
UMHLANGA RIDGE,9,Theft,9,Theft:9,September,Wednesday,15,1986361.48,220706.83,0,0.0380952380952381,0.1874641570547275,0.1128,-29.7216462,31.0655125
SILVERGLEN,10,Theft,7,Theft:7; Armed Robbery:2; Stolen and recovered:1,January,Saturday,16,1876682.45,187668.25,0,0.047619047619047616,0.17691780278211938,0.1123,-29.9249542,30.905832
WATERVAL CITY,5,Theft,5,Theft:5,July,Wednesday,9,2370878.48,474175.7,0,0.0,0.22443797516599687,0.1122,-25.5626854,28.2740048
KRUGERSDORP NORTH,13,Theft,13,Theft:13,February,Tuesday,22,1536437.46,118187.5,0,0.0761904761904762,0.14420102725976103,0.1102,-25.698382,27.2501197
SHEFFIELD BEACH,5,Theft,5,Theft:5,February,Friday,13,2326245.01,465249.0,0,0.0,0.22014617583994675,0.1101,-29.4859773,31.2505367
UMHLANGA ROCKS,15,Theft,15,Theft:15,November,Sunday,4,1332432.47,88828.83,0,0.09523809523809523,0.12458461655736992,0.1099,-29.73,31.0827778
GONUBIE,22,Theft,22,Theft:22,November,Monday,4,622528.73,28296.76,0,0.1619047619047619,0.05632274059539723,0.1091,-32.9436088,28.0132812
IRENE,8,Theft,8,Theft:8,August,Sunday,16,2006598.07,250824.76,0,0.02857142857142857,0.1894100372052861,0.109,-25.868388,28.217964
KARENPARK,8,Theft,8,Theft:8,October,Tuesday,11,1997404.17,249675.52,0,0.02857142857142857,0.1885259837399433,0.1085,-25.6675,28.1138889
GEORGE,21,Theft,21,Theft:21,August,Friday,0,701606.4,33409.83,0,0.1523809523809524,0.0639265744629323,0.1082,-33.9597212,22.4587148
HARTEBEESPOORT,17,Theft,17,Theft:17,December,Saturday,23,1092951.87,64291.29,0,0.11428571428571428,0.10155699451314912,0.1079,-25.7469729,27.8586157
DOORNPOORT,18,Theft,17,Theft:17; Stolen and recovered:1,October,Sunday,11,977822.35,54323.46,0,0.12380952380952381,0.09048654006843601,0.1071,-25.6469444,28.2355556
BUCCLEUCH,15,Theft,12,Theft:12; Hijack:3,November,Friday,0,1272893.07,84859.54,0,0.09523809523809523,0.11885951481660395,0.107,-26.0552778,28.1108333
SYDENHAM,19,Theft,19,Theft:19,September,Tuesday,11,862318.99,45385.21,0,0.13333333333333333,0.07938013846881761,0.1064,-26.1544444,28.0947222
KIBLER PARK,12,Theft,9,Theft:9; Hijack:3,March,Monday,14,1533162.09,127763.51,0,0.06666666666666667,0.1438860790659826,0.1053,-26.3122222,28.0086111
RIVONIA,13,Theft,13,Theft:13,December,Wednesday,8,1432928.22,110225.25,0,0.0761904761904762,0.1342479385469194,0.1052,-26.0533333,28.0594444
CLUBVIEW,13,Theft,13,Theft:13,December,Saturday,15,1405242.72,108095.59,0,0.0761904761904762,0.1315857971037074,0.1039,-25.8338889,28.1683333
ORANGE GROVE,13,Theft,12,Theft:12; Burglary:1,September,Tuesday,12,1406400.2,108184.63,0,0.0761904761904762,0.13169709635702373,0.1039,-26.1619444,28.09
EQUESTRIA,15,Theft,12,Theft:12; Armed Robbery:3,January,Wednesday,14,1204411.69,86029.41,1,0.09523809523809523,0.11227458336200319,0.1038,-25.7601352,28.3455726
KENMARE,10,Theft,10,Theft:10,November,Wednesday,8,1697511.1,169751.11,0,0.047619047619047616,0.15968930857861063,0.1037,-26.1038889,27.8136111
PRETORIA,21,Theft,20,Theft:20; Armed Robbery:1,April,Thursday,11,598463.58,28498.27,0,0.1523809523809524,0.0540087194235884,0.1032,-25.7459277,28.1879101
BEYERS PARK,12,Theft,12,Theft:12,June,Tuesday,3,1485777.8,123814.82,0,0.06666666666666667,0.13932977045078057,0.103,-26.2046141,28.0394465
PANORAMA,19,Theft,15,Theft:15; Burglary:2; Armed Robbery:2,October,Monday,4,772084.9,40636.05,0,0.13333333333333333,0.07070354203460039,0.102,-27.6716667,27.2477778
TOKAI,19,Theft,17,Theft:17; Armed Robbery:2,June,Tuesday,3,748955.02,39418.69,0,0.13333333333333333,0.0684794531749258,0.1009,-34.0608333,18.4416667
ALEXANDRA,14,Hijack,8,Hijack:8; Theft:4; Armed Robbery:2,November,Monday,18,1242486.6,103540.55,2,0.08571428571428572,0.11593573435647926,0.1008,-26.104444,28.098889
HAVENSIDE,9,Theft,7,Theft:7; Hijack:2,December,Thursday,14,1733055.44,192561.72,0,0.0380952380952381,0.1631071287583299,0.1006,-29.9288896,30.9268994
AMANZIMTOTI,22,Theft,22,Theft:22,August,Saturday,0,438913.63,19950.62,0,0.1619047619047619,0.03866695083868287,0.1003,-30.0497222,30.8886111
PROTEA PARK,15,Theft,15,Theft:15,December,Sunday,7,1126294.67,75086.31,0,0.09523809523809523,0.10476312225917966,0.1,-30.7255556,30.4286111
MIDSTREAM ESTATE,13,Theft,11,Theft:11; Hijack:2,September,Thursday,15,1317579.33,101352.26,0,0.0761904761904762,0.1231563902455522,0.0997,-25.9111052,28.1933548
CRAIGHALL,13,Theft,11,Theft:11; Burglary:1; Attempted Theft:1,September,Saturday,7,1316532.06,101271.7,0,0.0761904761904762,0.12305568840273799,0.0996,-26.1263889,28.0233333
LYME PARK,10,Theft,10,Theft:10,December,Wednesday,0,1598495.88,159849.59,0,0.047619047619047616,0.1501683492074324,0.0989,-26.0783333,28.0194444
ASHLEA GARDENS,7,Theft,6,Theft:6; Burglary:1,May,Saturday,22,1894343.21,270620.46,0,0.01904761904761905,0.1786160000736482,0.0988,-25.7858333,28.2641667
POMONA,12,Theft,11,Theft:11; Hijack:1,May,Thursday,7,1397079.33,116423.28,0,0.06666666666666667,0.13080083389783784,0.0987,-26.0947222,28.2761111
MONUMENT,13,Theft,12,Theft:12; Burglary:1,February,Tuesday,7,1296043.25,99695.63,0,0.0761904761904762,0.12108555565371426,0.0986,-26.0980556,27.7938889
NORWOOD,16,Theft,16,Theft:16,August,Tuesday,18,995577.24,62223.58,0,0.10476190476190476,0.09219378857356217,0.0985,-33.9258333,18.5780556
BONAERO PARK,16,Theft,16,Theft:16,December,Thursday,13,995767.65,62235.48,0,0.10476190476190476,0.09221209773728332,0.0985,-26.1222222,28.2580556
HOUT BAY,20,Theft,19,Theft:19; Malicious Damage:1,November,Saturday,18,589582.14,29479.11,0,0.14285714285714285,0.05315471102571223,0.098,-34.043093,18.355645
WOODHURST,14,Theft,12,Theft:12; Burglary:2,October,Thursday,15,1165067.5,83219.11,0,0.08571428571428572,0.10849138281483564,0.0971,-29.909842,30.9096943
DORINGKLOOF,10,Theft,9,Theft:9; Burglary:1,October,Monday,9,1550900.9,155090.09,0,0.047619047619047616,0.14559178137420398,0.0966,-25.8563889,28.2102778
KHAYELITSHA,12,Theft,10,Theft:10; Hijack:1; Armed Robbery:1,December,Friday,4,1337243.67,121567.61,1,0.06666666666666667,0.1250472448252929,0.0959,-34.0405905,18.6674201
HONEYDEW,15,Theft,13,Theft:13; Armed Robbery:1; Hijack:1,January,Saturday,13,1041188.23,69412.55,0,0.09523809523809523,0.09657958282488247,0.0959,-26.0788389,27.9253018
BOTHASIG,16,Theft,14,Theft:14; Hijack:1; Burglary:1,July,Saturday,0,927801.52,57987.6,0,0.10476190476190476,0.08567671093163653,0.0952,-33.8594444,18.5411111
EDGEMEAD,20,Theft,19,Theft:19; Burglary:1,January,Wednesday,15,524714.25,26235.71,0,0.14285714285714285,0.0469172402087605,0.0949,-33.8755672,18.5399526
SAFARI TUINE,10,Theft,10,Theft:10,August,Saturday,12,1516463.65,151646.36,0,0.047619047619047616,0.14228041512056028,0.0949,-25.6961111,27.2269444
GOODWOOD ESTATE,20,Theft,19,Theft:19; Burglary:1,May,Tuesday,6,522380.83,26119.04,0,0.14285714285714285,0.04669286665269615,0.0948,-33.9050757,18.5511189
MOSSEL BAY,18,Theft,18,Theft:18,December,Sunday,0,717796.83,39877.6,0,0.12380952380952381,0.06548338993263386,0.0946,-34.1832022,22.1536248
KELVIN,18,Theft,13,Theft:13; Hijack:4; Armed Robbery:1,September,Sunday,17,707721.22,39317.85,0,0.12380952380952381,0.06451455429857844,0.0942,-26.075,28.0947222
ISIPINGO BEACH,6,Theft,4,Theft:4; Flood:1; Hijack:1,March,Sunday,13,1895767.53,315961.26,0,0.009523809523809525,0.1787529577338095,0.0941,-29.9941667,30.9461111
FRESNAYE,10,Theft,10,Theft:10,January,Wednesday,9,1497175.57,149717.56,0,0.047619047619047616,0.14042574039451278,0.094,-33.9251944,18.3877426
MEYERSPARK,13,Theft,12,Theft:12; Hijack:1,August,Friday,13,1189573.43,91505.65,0,0.0761904761904762,0.1108477878592615,0.0935,-25.7394444,28.32
RIVERCLUB,11,Theft,10,Theft:10; Armed Robbery:1,December,Tuesday,12,1376629.07,125148.1,0,0.05714285714285714,0.12883440798281154,0.093,-26.0916366,28.0363635
DAVEYTON,13,Hijack,7,Hijack:7; Theft:6,February,Friday,20,1171359.22,90104.56,0,0.0761904761904762,0.10909637273956468,0.0926,-26.1388421,28.42493
KRAAIFONTEIN,21,Theft,21,Theft:21,February,Saturday,13,378767.32,18036.54,0,0.1523809523809524,0.03288349074197968,0.0926,-33.8477778,18.7161111
GREENHILLS,16,Theft,16,Theft:16,May,Thursday,0,870588.83,54411.8,0,0.10476190476190476,0.08017533753665936,0.0925,-26.1551803,27.698764
GLENHAZEL,11,Theft,10,Theft:10; Stolen and recovered:1,March,Friday,22,1363822.95,123983.9,0,0.05714285714285714,0.12760301599860513,0.0924,-26.14,28.1008333
BLOUBERGSTRAND,14,Theft,14,Theft:14,December,Friday,17,1041274.25,74376.73,0,0.08571428571428572,0.09658785420907076,0.0912,-33.797336,18.4610228
FLORA PARK,17,Theft,17,Theft:17,March,Thursday,3,739405.38,43494.43,0,0.11428571428571428,0.06756119298776087,0.0909,-23.9109916,29.4945878
MEYERSDAL,11,Theft,10,Theft:10; Stolen and recovered:1,November,Wednesday,14,1325958.57,120541.69,0,0.05714285714285714,0.12396210883711167,0.0906,-26.2941667,28.0975
VINCENT,18,Theft,18,Theft:18,July,Sunday,10,623637.0,34646.5,0,0.12380952380952381,0.056429307986171046,0.0901,-32.98,27.9102778
AUCKLAND PARK,10,Theft,6,Theft:6; Hijack:2; Stolen and recovered:2,July,Wednesday,14,1406717.14,140671.71,0,0.047619047619047616,0.13172757220571749,0.0897,-26.1853203,27.9971831
VALHALLA,12,Theft,12,Theft:12,May,Wednesday,3,1181560.98,98463.42,0,0.06666666666666667,0.11007733851911362,0.0884,-25.8069444,28.1511111
KEMPTON PARK,17,Theft,17,Theft:17,May,Saturday,16,683578.25,40210.49,0,0.11428571428571428,0.06219305022607754,0.0882,-26.0964372,28.2336325
EDENBURG,12,Theft,12,Theft:12,December,Sunday,19,1171709.69,97642.47,0,0.06666666666666667,0.10913007271650577,0.0879,-29.7347222,25.9369444
VANDERBIJLPARK S. W. 5,12,Theft,12,Theft:12,July,Friday,13,1171287.25,97607.27,0,0.06666666666666667,0.10908945235453758,0.0879,-26.6801537,27.8330898
LORRAINE,18,Theft,18,Theft:18,August,Tuesday,16,570145.82,31674.77,0,0.12380952380952381,0.05128578205655761,0.0875,-33.9680556,25.5144444
DURBAN BEACH,13,Theft,13,Theft:13,May,Wednesday,14,1064260.55,81866.2,0,0.0761904761904762,0.09879813691503973,0.0875,-29.861863,31.0398673
SELBORNE,5,Theft,5,Theft:5,July,Saturday,0,1848845.27,369769.05,0,0.0,0.17424107631735797,0.0871,-32.9869264,27.8955875
MOUNT VERNON,7,Theft,7,Theft:7,November,Thursday,21,1644441.18,234920.17,0,0.01904761904761905,0.15458628954626713,0.0868,-29.8966667,30.9375
GALLO MANOR,10,Theft,6,Theft:6; Burglary:2; Armed Robbery:1; Hijack:1,September,Wednesday,15,1324451.76,132445.18,0,0.047619047619047616,0.12381721922529153,0.0857,-26.0641667,28.0780556
LYNNWOOD RIDGE,14,Theft,13,Theft:13; Stolen and recovered:1,January,Friday,13,917201.9,65514.42,0,0.08571428571428572,0.08465748831747755,0.0852,-25.7627778,28.2933333
PHILIPPI,17,Theft,7,Theft:7; Hijack:6; Armed Robbery:4,August,Saturday,12,609580.88,40638.73,2,0.11428571428571428,0.05507772034705451,0.0847,-34.0053057,18.5703832
WILLOWBROOK,6,Theft,5,Theft:5; Armed Robbery:1,December,Sunday,18,1692746.07,338549.21,1,0.009523809523809525,0.1592311198573974,0.0844,-26.1032477,28.0656882
WELLINGTON,19,Theft,17,Theft:17; Burglary:2,November,Tuesday,8,400835.93,21096.63,0,0.13333333333333333,0.035005531567505056,0.0842,-33.643055,19.010556
MULBARTON,14,Theft,14,Theft:14,December,Saturday,3,884404.25,63171.73,0,0.08571428571428572,0.0815037803004664,0.0836,-26.2933333,28.0580556
RADIOKOP,14,Theft,14,Theft:14,September,Wednesday,18,874273.01,62448.07,0,0.08571428571428572,0.08052959547898486,0.0831,-26.1052778,27.9216667
WENTWORTH,10,Theft,9,Theft:9; Hijack:1,July,Saturday,5,1262323.99,126232.4,0,0.047619047619047616,0.11784322882268572,0.0827,-29.9205556,31.0
KNYSNA,18,Theft,17,Theft:17; Armed Robbery:1,December,Sunday,7,465089.95,25838.33,0,0.12380952380952381,0.04118397477911303,0.0825,-34.035734,23.048485
WEST ACRES,18,Theft,17,Theft:17; Burglary:1,May,Thursday,0,458636.86,25479.83,0,0.12380952380952381,0.04056346807611771,0.0822,-25.4827667,30.9538241
BIRCHLEIGH,10,Theft,9,Theft:9; Burglary:1,July,Wednesday,11,1240941.98,124094.2,0,0.047619047619047616,0.1157872090664894,0.0817,-26.0580556,28.2369444
MAMELODI,8,Hijack,5,Hijack:5; Theft:3,July,Friday,22,1421748.72,177718.59,0,0.02857142857142857,0.13317295668766496,0.0809,-25.7158053,28.3808295
OLIVEDALE,12,Theft,12,Theft:12,June,Wednesday,1,1010462.61,84205.22,0,0.06666666666666667,0.0936251140101461,0.0801,-26.0555556,27.9788889
PIETERMARITZBURG,16,Theft,15,Theft:15; Hijack:1,October,Friday,15,585603.85,36600.24,0,0.10476190476190476,0.05277217248813422,0.0788,-29.6,30.3788889
RIVIERA,12,Theft,11,Theft:11; Armed Robbery:1,January,Tuesday,18,979867.08,81655.59,0,0.06666666666666667,0.09068315419760756,0.0787,-26.1605556,28.0508333
BANTRY BAY,16,Theft,16,Theft:16,December,Tuesday,15,576897.65,36056.1,0,0.10476190476190476,0.05193501455951122,0.0783,-33.9281512,18.3789695
CARLSWALD AH,12,Theft,11,Theft:11; Armed Robbery:1,February,Saturday,17,970963.59,80913.63,0,0.06666666666666667,0.08982702554837876,0.0782,-25.9832152,28.0991162
BORDEAUX,12,Theft,12,Theft:12,March,Saturday,3,966389.27,80532.44,0,0.06666666666666667,0.08938717483784389,0.078,-26.0963889,28.0136111
LA MONTAGNE,9,Theft,9,Theft:9,February,Friday,15,1255212.07,139468.01,0,0.0380952380952381,0.11715937131703084,0.0776,-25.745,28.3161111
WONDERBOOM,11,Theft,10,Theft:10; Hijack:1,December,Monday,14,1034746.59,94067.87,0,0.05714285714285714,0.09596017711408612,0.0766,-25.6833333,28.2113889
ROBINDALE,11,Theft,8,Theft:8; Armed Robbery:3,November,Tuesday,13,1030071.43,93642.86,0,0.05714285714285714,0.09551062997967834,0.0763,-26.115,27.9944444
GRASSY PARK,14,Theft,14,Theft:14,October,Tuesday,9,731348.38,52239.17,0,0.08571428571428572,0.066786459874472,0.0763,-34.0451287,18.5032529
EVERTON,11,Theft,11,Theft:11,August,Friday,7,1024347.46,93122.5,0,0.05714285714285714,0.09496023292140948,0.0761,-29.7766667,30.8194444
MOUNT EDGECOMBE,10,Theft,9,Theft:9; Attempted Theft:1,February,Monday,12,1123599.42,112359.94,0,0.047619047619047616,0.1045039563880624,0.0761,-29.7353807,31.0412642
HIGHLANDS NORTH,13,Theft,13,Theft:13,April,Wednesday,19,816083.83,62775.68,0,0.0761904761904762,0.0749343261999571,0.0756,-26.1425,28.0811111
MELROSE,10,Theft,6,Theft:6; Hijack:3; Armed Robbery:1,August,Wednesday,9,1102327.25,110232.72,0,0.047619047619047616,0.10245849846445435,0.075,-26.14,28.0494444
WINCHESTER HILLS,9,Theft,7,Theft:7; Hijack:1; Burglary:1,March,Sunday,2,1195678.4,132853.16,0,0.0380952380952381,0.11143482055314696,0.0748,-26.2683445,28.0179525
NORTHWOLD,13,Theft,12,Theft:12; Armed Robbery:1,November,Wednesday,15,797447.22,61342.09,0,0.0761904761904762,0.07314229456455304,0.0747,-26.0769444,27.9569444
HERMANUS,17,Theft,17,Theft:17,December,Wednesday,2,396350.53,23314.74,0,0.11428571428571428,0.034574231095077866,0.0744,-34.4175,19.2361111
GLENFERNESS AH,8,Theft,8,Theft:8,April,Friday,1,1280442.55,160055.32,0,0.02857142857142857,0.11958544657086882,0.0741,-23.0091667,28.9944444
ATTERIDGEVILLE,7,Theft,6,Theft:6; Hijack:1,July,Saturday,14,1370873.44,195839.06,0,0.01904761904761905,0.1282809666089951,0.0737,-25.771389,28.073611
MTHATHA CENTRAL,9,Theft,8,Theft:8; Armed Robbery:1,December,Tuesday,0,1172917.59,130324.18,0,0.0380952380952381,0.10924622018175856,0.0737,-31.591375,28.7888786
KENSINGTON B,11,Theft,11,Theft:11,July,Friday,0,964817.85,87710.71,0,0.05714285714285714,0.08923607255301276,0.0732,-26.08,28.0055556
BENDOR,15,Theft,15,Theft:15,May,Wednesday,15,567920.93,37861.4,0,0.09523809523809523,0.05107184436803518,0.0732,-23.8883333,29.4847222
