SUBURB,incident_count,top_claim_type,top_claim_type_count,claim_type_breakdown,peak_month,peak_day_of_week,peak_hour,total_claim_cost,avg_claim_cost,anomalous_claims_excluded_from_cost,freq_normalized,cost_normalized,severity_score
BRYANSTON,89,Theft,80,Theft:80; Armed Robbery:8; Hijack:1,May,Friday,12,9454546.94,109936.59,3,0.8,0.905578910938864,0.8528
SOMERSET WEST,107,Theft,105,Theft:105; Malicious Damage:1; Burglary:1,April,Sunday,2,6032135.3,56375.1,0,0.9714285714285714,0.5764917041853236,0.774
JOHANNESBURG,110,Theft,103,Theft:103; Armed Robbery:3; Hijack:2; Windscreen/ Motor glass damage:2,January,Saturday,12,5598123.93,51358.94,1,1.0,0.534758679500842,0.7674
GARSFONTEIN,57,Theft,54,Theft:54; Hijack:1; Armed Robbery:1; Stolen and recovered:1,July,Saturday,13,10436498.92,183096.47,0,0.49523809523809526,1.0,0.7476
RONDEBOSCH,102,Theft,97,Theft:97; Armed Robbery:3; Burglary:1; Hijack:1,February,Saturday,0,5118796.23,51187.96,2,0.9238095238095239,0.48866819404638073,0.7062
RUSTENBURG,99,Theft,97,Theft:97; Hijack:2,November,Thursday,13,5356826.84,54109.36,0,0.8952380952380953,0.511556390092471,0.7034
MORNINGSIDE,73,Theft,72,Theft:72; Stolen and recovered:1,April,Friday,10,7645541.63,104733.45,0,0.6476190476190476,0.7316312485617508,0.6896
NEWLANDS,76,Theft,65,Theft:65; Hijack:5; Armed Robbery:3; Stolen and recovered:1; Remote jamming:1; Burglary:1,January,Thursday,14,7243879.57,95314.2,0,0.6761904761904762,0.6930088210783424,0.6846
STRAND,75,Theft,71,Theft:71; Attempted Theft:1; Armed Robbery:1; Accidental Damage:1; Burglary:1,December,Saturday,0,6792642.04,90568.56,0,0.6666666666666666,0.649619388727631,0.6581
WATERKLOOF RIDGE,56,Theft,51,Theft:51; Armed Robbery:3; Burglary:2,November,Sunday,3,8466708.69,151191.23,0,0.4857142857142857,0.8105918186156257,0.6482
MENLO PARK,42,Theft,42,Theft:42,June,Saturday,14,8976319.64,213721.9,0,0.3523809523809524,0.8595942361233333,0.606
RANDPARKRIF,46,Theft,43,Theft:43; Burglary:2; Attempted Theft:1,November,Saturday,13,7595036.52,165109.49,0,0.3904761904761905,0.7267748527435434,0.5586
SEA POINT,78,Theft,74,Theft:74; Armed Robbery:2; Attempted Theft:1; Windscreen/ Motor glass damage:1,July,Sunday,0,4340393.73,55646.07,0,0.6952380952380952,0.4138197154294214,0.5545
DURBAN CENTRAL,64,Theft,59,Theft:59; Hijack:3; Armed Robbery:1; Attempted Theft:1,August,Wednesday,17,5720531.83,90802.09,1,0.5619047619047619,0.546528997666183,0.5542
BEDFORDVIEW,50,Theft,47,Theft:47; Armed Robbery:1; Burglary:1; Hijack:1,September,Friday,1,6873699.78,140279.59,1,0.42857142857142855,0.6574136192435005,0.543
WATERKLOOF,28,Theft,27,Theft:27; Armed Robbery:1,April,Saturday,10,9017411.34,333978.2,1,0.21904761904761905,0.8635454711576305,0.5413
BROOKLYN,46,Theft,45,Theft:45; Hijack:1,January,Tuesday,11,7193253.35,156375.07,0,0.3904761904761905,0.688140779743522,0.5393
FAUNA,87,Theft,84,Theft:84; Attempted Theft:1; Burglary:1; Armed Robbery:1,August,Wednesday,12,2759915.32,31723.16,0,0.780952380952381,0.2618464053803775,0.5214
CAPE TOWN CITY CENTRE,93,Theft,88,Theft:88; Armed Robbery:2; Hijack:1; Attempted Theft:1; Accidental Damage:1,June,Thursday,16,1343332.83,14761.9,2,0.8380952380952381,0.12563275728453507,0.4819
DURBANVILLE,75,Theft,74,Theft:74; Armed Robbery:1,April,Monday,12,3123511.79,42787.83,2,0.6666666666666666,0.2968085780481129,0.4817
CLAREMONT,82,Theft,78,Theft:78; Armed Robbery:2; Windscreen/ Motor glass damage:1; Burglary:1,October,Saturday,0,2140231.49,26422.61,1,0.7333333333333333,0.20225976235311277,0.4678
PRETORIA CENTRAL,60,Theft,57,Theft:57; Armed Robbery:2; Hijack:1,February,Wednesday,18,4099814.05,68330.23,0,0.5238095238095238,0.39068640967288165,0.4572
HAZELWOOD,29,Theft,29,Theft:29,December,Friday,17,7153398.39,246668.91,0,0.22857142857142856,0.6843084653286277,0.4564
FOURWAYS,56,Theft,56,Theft:56,November,Sunday,17,4261937.47,76106.03,0,0.4857142857142857,0.40627563418742046,0.446
NORTHOME CONTENTSLIFF,44,Theft,42,Theft:42; Burglary:1; Hijack:1,September,Wednesday,0,5006455.45,113783.08,0,0.37142857142857144,0.4778658951462069,0.4246
STELLENBOSCH,75,Theft,74,Theft:74; Armed Robbery:1,April,Friday,22,1837745.39,24503.27,0,0.6666666666666666,0.17317375044053868,0.4199
PINELANDS,54,Theft,54,Theft:54,July,Friday,0,3725561.3,68991.88,0,0.4666666666666667,0.3546995661623415,0.4107
BLAIRGOWRIE,41,Theft,40,Theft:40; Armed Robbery:1,April,Friday,14,4922288.61,120055.82,0,0.34285714285714286,0.4697727043817926,0.4063
OBSERVATORY,56,Theft,55,Theft:55; Armed Robbery:1,May,Friday,17,3152129.78,56288.03,0,0.4857142857142857,0.2995603844883226,0.3926
WIERDAPARK,43,Theft,38,Theft:38; Burglary:3; Hijack:2,October,Saturday,6,4406463.0,102475.88,0,0.3619047619047619,0.42017270677108987,0.391
NOORDHEUWEL,45,Theft,44,Theft:44; Armed Robbery:1,April,Tuesday,14,4133341.83,91852.04,0,0.38095238095238093,0.39391032445270846,0.3874
FAERIE GLEN,32,Theft,32,Theft:32,October,Thursday,12,5324010.79,166375.34,0,0.2571428571428571,0.5084009127954195,0.3828
PAARL,66,Theft,66,Theft:66,October,Saturday,0,1868886.56,28316.46,0,0.580952380952381,0.1761681770987934,0.3786
MELVILLE,39,Theft,39,Theft:39,October,Sunday,15,4536499.39,116320.5,0,0.3238095238095238,0.4326765540176513,0.3782
WELTEVREDENPARK,42,Theft,38,Theft:38; Burglary:3; Armed Robbery:1,November,Friday,14,4193212.2,99838.39,0,0.3523809523809524,0.3996672511181989,0.376
CENTURION CENTRAL,50,Theft,44,Theft:44; Armed Robbery:3; Hijack:2; Attempted Theft:1,May,Saturday,14,3190783.0,63815.66,0,0.42857142857142855,0.30327714376215154,0.3659
LINDEN,37,Theft,36,Theft:36; Hijack:1,April,Tuesday,18,4379856.6,118374.5,0,0.3047619047619048,0.4176143278328487,0.3612
NORTHMEAD,44,Theft,44,Theft:44,January,Friday,0,3662866.88,83246.97,0,0.37142857142857144,0.3486710886654518,0.36
ROOIHUISKRAAL,42,Theft,40,Theft:40; Armed Robbery:2,April,Saturday,9,3745960.09,89189.53,0,0.3523809523809524,0.3566610429010812,0.3545
SANDOWN,29,Theft,26,Theft:26; Hijack:2; Armed Robbery:1,August,Friday,12,5017274.52,173009.47,0,0.22857142857142856,0.47890621930954186,0.3537
MORELETAPARK,44,Theft,42,Theft:42; Burglary:1; Attempted Theft:1,March,Wednesday,2,3371003.69,76613.72,0,0.37142857142857144,0.32060653885247903,0.346
EDENVALE,38,Theft,33,Theft:33; Hijack:3; Burglary:2,December,Wednesday,0,3952526.05,104013.84,0,0.3142857142857143,0.3765237075765565,0.3454
SUNNINGHILL,33,Theft,30,Theft:30; Hijack:2; Burglary:1,October,Thursday,19,4338227.72,131461.45,0,0.26666666666666666,0.4136114394370278,0.3401
TABLE VIEW,57,Theft,56,Theft:56; Hijack:1,January,Tuesday,3,1941403.06,34059.7,0,0.49523809523809526,0.18314111166622699,0.3392
CONSTANTIA KLOOF,20,Theft,18,Theft:18; Armed Robbery:2,March,Monday,13,5573195.8,278659.79,0,0.14285714285714285,0.5323616771720137,0.3376
ARCADIA,24,Theft,19,Theft:19; Hijack:3; Burglary:2,September,Friday,10,5103927.58,212663.65,0,0.18095238095238095,0.48723847634687684,0.3341
MENLYN,31,Theft,30,Theft:30; Attempted Theft:1,February,Tuesday,11,4318824.53,139316.92,0,0.24761904761904763,0.411745696133511,0.3297
WAVERLEY,30,Theft,30,Theft:30,November,Saturday,16,4391806.67,146393.56,0,0.23809523809523808,0.4187634050247464,0.3284
DURBAN NORTH,48,Theft,45,Theft:45; Armed Robbery:2; Hijack:1,April,Thursday,0,2606072.19,54293.17,0,0.4095238095238095,0.24705338476935546,0.3283
PARKLANDS,56,Theft,54,Theft:54; Attempted Theft:1; Armed Robbery:1,December,Friday,20,1667649.77,29779.46,0,0.4857142857142857,0.15681794688594008,0.3213
GREENSIDE,27,Theft,26,Theft:26; Burglary:1,December,Thursday,17,4535416.6,167978.39,0,0.20952380952380953,0.4325724366951072,0.321
GLENWOOD,41,Theft,41,Theft:41,February,Tuesday,11,3138354.56,76545.23,0,0.34285714285714286,0.2982358072167775,0.3205
WOODMEAD,20,Theft,15,Theft:15; Hijack:2; Stolen and recovered:2; Armed Robbery:1,April,Wednesday,15,5005282.46,250264.12,0,0.14285714285714285,0.4777531045052045,0.3103
MILNERTON,41,Theft,39,Theft:39; Burglary:2,March,Friday,19,2779335.2,67788.66,0,0.34285714285714286,0.26371375353627874,0.3033
NIEUW MUCKLENEUK,15,Theft,14,Theft:14; Stolen and recovered:1,November,Wednesday,14,5048049.05,336536.6,0,0.09523809523809523,0.4818653911398636,0.2886
SCHOEMANSVILLE,17,Theft,17,Theft:17,November,Saturday,3,4845792.55,285046.62,0,0.11428571428571428,0.46241710915799555,0.2884
PARKHURST,31,Theft,31,Theft:31,September,Saturday,21,3400707.06,109700.23,0,0.24761904761904763,0.3234627116606299,0.2855
RYNFIELD,26,Theft,23,Theft:23; Armed Robbery:2; Burglary:1,July,Tuesday,13,3855284.24,154211.37,1,0.2,0.36717327314647774,0.2836
MUSGRAVE,32,Theft,27,Theft:27; Hijack:5,January,Sunday,13,3254381.34,101699.42,0,0.2571428571428571,0.3093925390641503,0.2833
WATERKLOOF GLEN,18,Theft,17,Theft:17; Attempted Theft:1,May,Saturday,13,4561100.95,253394.5,0,0.12380952380952381,0.43504215451046047,0.2794
BALLITO,27,Theft,26,Theft:26; Burglary:1,January,Saturday,19,3603208.26,133452.16,0,0.20952380952380953,0.3429345231439031,0.2762
HILLCREST,35,Theft,34,Theft:34; Burglary:1,October,Saturday,2,2795580.13,79873.72,0,0.2857142857142857,0.2652758095365344,0.2755
HEIDELBERG,31,Theft,23,Theft:23; Hijack:8,October,Friday,22,3190234.48,102910.79,0,0.24761904761904763,0.3032243999856465,0.2754
DIE HOEWES,26,Theft,26,Theft:26,October,Saturday,10,3619102.97,139196.27,0,0.2,0.3444629032063487,0.2722
GARDENS,50,Theft,49,Theft:49; Windscreen/ Motor glass damage:1,May,Sunday,20,1189246.5,23784.93,0,0.42857142857142855,0.11081635140689369,0.2697
LYNNWOOD,29,Theft,25,Theft:25; Hijack:1; Armed Robbery:1; Stolen and recovered:1; SOS:1,October,Wednesday,12,3261017.72,116464.92,1,0.22857142857142856,0.31003067029641646,0.2693
FERNDALE,37,Theft,35,Theft:35; Hijack:1; Armed Robbery:1,June,Wednesday,11,2466557.71,66663.72,0,0.3047619047619048,0.23363815733491605,0.2692
CONSTANTIA,34,Theft,34,Theft:34,May,Saturday,3,2739581.43,80575.92,0,0.2761904761904762,0.25989116920004074,0.268
STAMFORD HILL,19,Theft,19,Theft:19,January,Sunday,17,4196026.08,220843.48,0,0.13333333333333333,0.39993782403774975,0.2666
KENSINGTON,42,Theft,36,Theft:36; Hijack:2; Armed Robbery:2; Burglary:1; SOS:1,April,Sunday,0,1879159.59,46978.99,2,0.3523809523809524,0.1771559959538027,0.2648
LONE HILL,25,Theft,23,Theft:23; Burglary:1; Hijack:1,January,Friday,13,3558242.84,142329.71,0,0.19047619047619047,0.3386108046597351,0.2645
THREE RIVERS,24,Theft,23,Theft:23; Stolen and recovered:1,March,Friday,5,3438697.88,143279.08,0,0.18095238095238095,0.3271157768530088,0.254
MUIZENBERG,32,Theft,31,Theft:31; Attempted Theft:1,May,Saturday,8,2601506.88,81297.09,0,0.2571428571428571,0.24661440042910115,0.2519
WESTDENE,25,Theft,19,Theft:19; Hijack:5; Stolen and recovered:1,July,Friday,0,3214558.94,128582.36,0,0.19047619047619047,0.3055633555056751,0.248
PARKVIEW,19,Theft,17,Theft:17; Armed Robbery:1; Windscreen/ Motor glass damage:1,February,Tuesday,14,3763099.41,198057.86,0,0.13333333333333333,0.358309100334773,0.2458
KUILS RIVER,41,Theft,39,Theft:39; Burglary:1; Armed Robbery:1,March,Saturday,3,1560348.53,39008.71,1,0.34285714285714286,0.14650023263436301,0.2447
HATFIELD,24,Theft,23,Theft:23; Armed Robbery:1,November,Tuesday,21,3219351.5,134139.65,0,0.18095238095238095,0.3060241914159921,0.2435
KRUGERSDORP,38,Theft,36,Theft:36; Armed Robbery:1; Burglary:1,December,Wednesday,0,1828266.09,48112.27,0,0.3142857142857143,0.17226225390326685,0.2433
PRETORIA NORTH,35,Theft,32,Theft:32; Armed Robbery:2; Hijack:1,May,Tuesday,13,2091012.0,59743.2,0,0.2857142857142857,0.19752698728519782,0.2416
KLOOF,34,Theft,32,Theft:32; Armed Robbery:1; Hijack:1,January,Saturday,12,2134005.42,62764.87,0,0.2761904761904762,0.20166108510417957,0.2389
ROSEBANK,37,Theft,35,Theft:35; Hijack:2,August,Friday,22,1830012.03,50833.67,1,0.3047619047619048,0.17243013742465393,0.2386
ERASMUSKLOOF,14,Theft,14,Theft:14,April,Wednesday,13,4084275.69,291733.98,0,0.08571428571428572,0.3891922949877379,0.2375
ORANJEZICHT,32,Theft,30,Theft:30; Hijack:1; Windscreen/ Motor glass damage:1,November,Friday,10,2298243.7,71820.12,0,0.2571428571428571,0.21745366720491308,0.2373
TAMBOERSKLOOF,41,Theft,41,Theft:41,August,Wednesday,14,1400214.87,34151.58,0,0.34285714285714286,0.1311023365248754,0.237
ILLOVO,19,Theft,19,Theft:19,January,Saturday,21,3504437.39,184444.07,0,0.13333333333333333,0.33343705961934683,0.2334
CONSTANTIA PARK,17,Theft,17,Theft:17,October,Saturday,2,3673260.07,216074.12,0,0.11428571428571428,0.34967046168837634,0.232
HELDERKRUIN,28,Theft,27,Theft:27; Burglary:1,October,Tuesday,0,2582764.55,92241.59,0,0.21904761904761905,0.2448122031259874,0.2319
KENILWORTH,37,Theft,33,Theft:33; Burglary:2; Hijack:2,December,Friday,20,1673049.86,45217.56,0,0.3047619047619048,0.1573372007692391,0.231
SUNWARD PARK,18,Theft,17,Theft:17; Hijack:1,November,Saturday,18,3461269.35,203604.08,1,0.12380952380952381,0.3292861709481567,0.2265
OLYMPUS AH,18,Theft,15,Theft:15; Burglary:1; Hijack:1; Stolen and recovered:1,February,Monday,15,3444611.58,191367.31,0,0.12380952380952381,0.32768441768856255,0.2257
MONTANA,24,Theft,23,Theft:23; Burglary:1,May,Saturday,13,2725678.52,113569.94,0,0.18095238095238095,0.2585543137019552,0.2198
HIGHVELD,15,Theft,15,Theft:15,October,Thursday,13,3590715.2,239381.01,0,0.09523809523809523,0.3417332339210777,0.2185
GREEN POINT,37,Theft,36,Theft:36; Attempted Theft:1,April,Wednesday,18,1376653.85,37206.86,0,0.3047619047619048,0.12883679074147447,0.2168
BOKSBURG,30,Theft,29,Theft:29; Hijack:1,December,Saturday,23,2059055.56,68635.19,0,0.23809523809523808,0.19445416709768026,0.2163
WYNBERG,35,Theft,29,Theft:29; Hijack:4; Accidental Damage:1; Windscreen/ Motor glass damage:1,November,Tuesday,0,1560092.5,44574.07,0,0.2857142857142857,0.1464756136795417,0.2161
CASHAN,11,Theft,11,Theft:11,June,Friday,20,3921291.42,356481.04,0,0.05714285714285714,0.3735202941295755,0.2153
WOODSTOCK,40,Theft,37,Theft:37; Attempted Theft:1; Hijack:1; Burglary:1,October,Friday,9,1028098.65,25702.47,0,0.3333333333333333,0.0953209343124034,0.2143
BEACON BAY NORTH,34,Theft,34,Theft:34,December,Saturday,0,1591896.58,46820.49,0,0.2761904761904762,0.1495337834590736,0.2129
TERGNIET,41,Theft,41,Theft:41,June,Friday,13,897613.14,21893.0,0,0.34285714285714286,0.08277390124781532,0.2128
NOORDWYK,24,Theft,21,Theft:21; Hijack:2; Stolen and recovered:1,July,Thursday,12,2551382.7,106307.61,0,0.18095238095238095,0.24179463351555372,0.2114
PRETORIA WEST,29,Theft,26,Theft:26; Hijack:3,October,Thursday,15,1973804.26,68062.22,0,0.22857142857142856,0.18625669842932682,0.2074
CRAIGHALL PARK,24,Theft,23,Theft:23; Armed Robbery:1,August,Friday,2,2441892.84,101745.53,0,0.18095238095238095,0.23126646917257707,0.2061
ELDORAIGNE,26,Theft,22,Theft:22; Stolen and recovered:2; Burglary:1; Armed Robbery:1,May,Friday,15,2205734.94,88229.4,1,0.2,0.2085583464104122,0.2043
MONDEOR,26,Theft,21,Theft:21; Hijack:3; Armed Robbery:2,September,Thursday,18,2203151.93,88126.08,1,0.2,0.20830997314754066,0.2042
RESERVOIR HILLS,23,Theft,23,Theft:23,November,Monday,7,2488760.41,108206.97,0,0.17142857142857143,0.23577309178873498,0.2036
GROENKLOOF,14,Theft,13,Theft:13; Hijack:1,July,Saturday,14,3379080.77,241362.91,0,0.08571428571428572,0.3213832027887684,0.2035
MBOMBELA,33,Theft,33,Theft:33,July,Friday,8,1468308.93,44494.21,0,0.26666666666666666,0.1376500246346283,0.2022
POTCHEFSTROOM,30,Theft,28,Theft:28; Hijack:1; Burglary:1,June,Saturday,20,1761988.54,58732.95,0,0.23809523809523808,0.16588923508079462,0.202
LYTTELTON MANOR,23,Theft,22,Theft:22; Armed Robbery:1,July,Sunday,11,2452668.32,106637.75,0,0.17142857142857143,0.23230260187303406,0.2019
CAMPS BAY,30,Theft,29,Theft:29; Burglary:1,January,Sunday,22,1717285.69,57242.86,0,0.23809523809523808,0.16159076441511439,0.1998
FAIRLAND,21,Theft,19,Theft:19; Armed Robbery:2,May,Friday,14,2601191.75,123866.27,0,0.1523809523809524,0.2465840986237157,0.1995
TZANEEN,39,Theft,39,Theft:39,January,Saturday,9,815925.56,20921.17,0,0.3238095238095238,0.07491910750691501,0.1994
STELLENBOSCH CENTRAL,29,Theft,29,Theft:29,February,Friday,0,1801156.76,62108.85,0,0.22857142857142856,0.16965551496444653,0.1991
STRUBENS VALLEY,20,Theft,18,Theft:18; Burglary:1; Hijack:1,December,Sunday,13,2685682.71,134284.14,0,0.14285714285714285,0.25470845564066563,0.1988
ELARDUSPARK,29,Theft,26,Theft:26; Attempted Theft:2; Hijack:1,October,Monday,0,1754403.86,60496.68,0,0.22857142857142856,0.16515991861688747,0.1969
ROODEPOORT,29,Theft,29,Theft:29,May,Wednesday,18,1742950.89,60101.75,0,0.22857142857142856,0.1640586408330344,0.1963
MONUMENT PARK,20,Theft,18,Theft:18; Remote jamming:1; Burglary:1,August,Monday,15,2612871.74,130643.59,0,0.14285714285714285,0.24770720586163092,0.1953
WALMER,32,Theft,30,Theft:30; Hijack:1; Armed Robbery:1,September,Saturday,0,1419759.25,45798.69,1,0.2571428571428571,0.1329816561680057,0.1951
BRACKENHURST,26,Theft,25,Theft:25; Burglary:1,May,Saturday,14,2012895.48,77419.06,0,0.2,0.19001557426063626,0.195
FAR EAST BANK,35,Theft,31,Theft:31; Attempted Theft:2; Hijack:1; Armed Robbery:1,May,Sunday,14,1054467.92,30127.65,0,0.2857142857142857,0.09785651165412548,0.1918
WESTVILLE,22,Theft,21,Theft:21; Armed Robbery:1,January,Friday,10,2332623.99,106028.36,0,0.1619047619047619,0.2207595563829538,0.1913
VORNA VALLEY,20,Theft,18,Theft:18; Armed Robbery:2,January,Saturday,16,2502055.36,125102.77,0,0.14285714285714285,0.23705148796653314,0.19
VOSLOORUS,15,Hijack,7,Hijack:7; Theft:7; Stolen and recovered:1,August,Thursday,21,2989696.72,199313.11,0,0.09523809523809523,0.2839413860677147,0.1896
EMALAHLENI,18,Theft,16,Theft:16; Hijack:2,November,Friday,16,2686929.6,149273.87,0,0.12380952380952381,0.25482835224878636,0.1893
MIDDELBURG,35,Theft,35,Theft:35,October,Monday,0,977997.14,27942.78,0,0.2857142857142857,0.09050334726725341,0.1881
PAULSHOF,30,Theft,30,Theft:30,November,Wednesday,3,1458874.37,48629.15,0,0.23809523809523808,0.13674283014023703,0.1874
PARKTOWN,21,Theft,21,Theft:21,August,Sunday,8,2252916.49,107281.74,0,0.1523809523809524,0.2130951602519531,0.1827
LENASIA SOUTH,16,Theft,14,Theft:14; Hijack:2,December,Tuesday,5,2745714.32,171607.14,0,0.10476190476190476,0.26048088658407426,0.1826
BENONI,29,Theft,28,Theft:28; Hijack:1,May,Saturday,10,1426784.75,49199.47,0,0.22857142857142856,0.13365720382686272,0.1811
DAWNCLIFFE,19,Theft,18,Theft:18; Armed Robbery:1,March,Tuesday,6,2414737.15,127091.43,0,0.13333333333333333,0.22865527241730743,0.181
ESSENWOOD,18,Theft,17,Theft:17; Stolen and recovered:1,November,Saturday,9,2482043.45,137891.3,0,0.12380952380952381,0.23512721226377076,0.1795
WILRO PARK,22,Theft,20,Theft:20; Armed Robbery:1; Stolen and recovered:1,November,Saturday,6,2018696.92,96128.42,1,0.1619047619047619,0.19057342056481383,0.1762
SECUNDA,30,Theft,30,Theft:30,May,Thursday,4,1212665.22,40422.17,0,0.23809523809523808,0.11306821411693965,0.1756
SUNDOWNER,22,Theft,18,Theft:18; Armed Robbery:2; Attempted Theft:1; Burglary:1,December,Friday,15,1980600.55,94314.31,1,0.1619047619047619,0.18691020605133427,0.1744
HOUGHTON ESTATE,13,Theft,12,Theft:12; Hijack:1,November,Wednesday,19,2851278.18,219329.09,0,0.0761904761904762,0.2706315404141091,0.1734
WENDYWOOD,22,Theft,17,Theft:17; Hijack:3; Armed Robbery:1; Stolen and recovered:1,April,Thursday,0,1953107.03,88777.59,0,0.1619047619047619,0.184266524737586,0.1731
GLENMARAIS,19,Theft,16,Theft:16; Hijack:1; Armed Robbery:1; Burglary:1,August,Tuesday,6,2233005.76,117526.62,0,0.13333333333333333,0.21118061366628169,0.1723
GLENVISTA,27,Theft,25,Theft:25; Armed Robbery:1; Burglary:1,February,Wednesday,10,1426417.89,52830.29,0,0.20952380952380953,0.13362192784449442,0.1716
VREDEHOEK,34,Theft,32,Theft:32; Burglary:1; Malicious Damage:1,September,Tuesday,0,724486.18,21308.42,0,0.2761904761904762,0.06612661457597245,0.1712
PLUMSTEAD,31,Theft,31,Theft:31,December,Sunday,14,1019972.45,32902.34,0,0.24761904761904763,0.09453954716765871,0.1711
DIE WILGERS,23,Theft,22,Theft:22; Hijack:1,December,Friday,0,1798181.91,78181.82,0,0.17142857142857143,0.16936946372923894,0.1704
UMKOMAAS,13,Theft,12,Theft:12; Burglary:1,February,Saturday,11,2764658.02,212666.0,0,0.0761904761904762,0.2623024469264114,0.1692
POLOKWANE CENTRAL,32,Theft,30,Theft:30; Burglary:2,August,Friday,2,873503.67,27296.99,0,0.2571428571428571,0.080455618418866,0.1688
EMMARENTIA,14,Theft,12,Theft:12; Burglary:2,November,Tuesday,21,2642877.91,188776.99,0,0.08571428571428572,0.25059249486522717,0.1682
CROYDON,22,Theft,18,Theft:18; Hijack:2; Armed Robbery:1; Burglary:1,March,Wednesday,15,1841283.32,83694.7,0,0.1619047619047619,0.17351394549123972,0.1677
ATHOLL,8,Theft,8,Theft:8,February,Wednesday,14,3211538.91,401442.36,0,0.02857142857142857,0.3052729599187165,0.1669
GLEN AUSTIN AH,21,Theft,18,Theft:18; Hijack:2; Burglary:1,January,Monday,3,1916010.5,91238.6,0,0.1523809523809524,0.18069945136299073,0.1665
HENNOPSPARK,14,Theft,14,Theft:14,May,Wednesday,0,2593037.57,185216.97,0,0.08571428571428572,0.24580002101943146,0.1658
BRAKPAN,22,Theft,21,Theft:21; Accidental Damage:1,August,Friday,11,1783317.51,81059.89,0,0.1619047619047619,0.1679401546949618,0.1649
BULWER,23,Theft,15,Theft:15; Hijack:3; Armed Robbery:2; Stolen and recovered:2; Windscreen/ Motor glass damage:1,July,Monday,4,1684736.34,80225.54,2,0.17142857142857143,0.1584609320629946,0.1649
BELLVILLE,26,Theft,22,Theft:22; Burglary:2; Remote jamming:1; Armed Robbery:1,February,Friday,10,1319967.26,50767.97,0,0.2,0.12338600529373588,0.1617
FARRARMERE,19,Theft,19,Theft:19,February,Wednesday,16,1971851.83,103781.68,0,0.13333333333333333,0.18606895954731384,0.1597
LENASIA,25,Theft,21,Theft:21; Hijack:4,December,Friday,13,1359536.5,54381.46,0,0.19047619047619047,0.12719084586661344,0.1588
MALVERN,15,Theft,12,Theft:12; Hijack:3,March,Wednesday,16,2340835.86,156055.72,0,0.09523809523809523,0.2215491812571034,0.1584
BLOEMFONTEIN,29,Theft,26,Theft:26; Remote jamming:1; Armed Robbery:1; Burglary:1,April,Monday,18,950049.48,32760.33,0,0.22857142857142856,0.08781599742972841,0.1582
MEYERTON,19,Theft,18,Theft:18; Hijack:1,July,Tuesday,3,1939103.87,102058.1,0,0.13333333333333333,0.1829200295479767,0.1581
MARLBORO,16,Hijack,10,Hijack:10; Theft:5; Armed Robbery:1,October,Wednesday,7,2229363.46,148624.23,1,0.10476190476190476,0.21083038275917831,0.1578
PLETTENBERG BAY,28,Theft,28,Theft:28,September,Saturday,8,1024445.42,36587.34,0,0.21904761904761905,0.09496965241449348,0.157
RANDPARK,27,Theft,23,Theft:23; Stolen and recovered:2; Armed Robbery:1; Hijack:1,April,Wednesday,0,1101139.53,40782.95,0,0.20952380952380953,0.10234429143785444,0.1559
HENLEY ON KLIP,24,Theft,23,Theft:23; Burglary:1,July,Friday,0,1382443.81,60106.25,1,0.18095238095238095,0.12939353316875732,0.1552
THE REEDS,26,Theft,26,Theft:26,June,Tuesday,5,1171928.4,45074.17,0,0.2,0.10915110310985408,0.1546
MOWBRAY,28,Theft,26,Theft:26; Hijack:1; Armed Robbery:1,December,Saturday,2,969283.16,35899.38,1,0.21904761904761905,0.08966544124087424,0.1544
UMHLANGA,22,Theft,21,Theft:21; Burglary:1,September,Wednesday,18,1563973.41,71089.7,0,0.1619047619047619,0.14684878849481958,0.1544
ROODEKRANS,18,Theft,18,Theft:18,December,Saturday,15,1938992.2,107721.79,0,0.12380952380952381,0.18290929174894963,0.1534
EAST LONDON,24,Theft,23,Theft:23; Hijack:1,August,Saturday,17,1310725.39,54613.56,0,0.18095238095238095,0.12249733919994027,0.1517
QUEENSWOOD,18,Theft,18,Theft:18,October,Thursday,16,1866906.5,103717.03,0,0.12380952380952381,0.17597778141202428,0.1499
WINDERMERE,19,Theft,19,Theft:19,March,Saturday,18,1767831.92,93043.79,0,0.13333333333333333,0.16645111418958572,0.1499
PORT ELIZABETH CENTRAL,31,Theft,28,Theft:28; Armed Robbery:2; Hijack:1,October,Friday,15,579660.17,19322.01,1,0.24761904761904763,0.052200648879993136,0.1499
LAKEFIELD,7,Theft,6,Theft:6; Armed Robbery:1,August,Friday,20,2956924.96,422417.85,0,0.01904761904761905,0.28079016754310804,0.1499
PARKTOWN NORTH,17,Theft,15,Theft:15; Stolen and recovered:1; Burglary:1,December,Monday,12,1943362.72,114315.45,0,0.11428571428571428,0.18332954575990795,0.1488
PRIMROSE,18,Theft,18,Theft:18,October,Friday,11,1783962.55,99109.03,0,0.12380952380952381,0.16800217949915638,0.1459
BENDOR PARK,23,Theft,23,Theft:23,October,Wednesday,2,1272087.06,55308.13,0,0.17142857142857143,0.11878201169675265,0.1451
PARKMORE,14,Theft,11,Theft:11; Malicious Damage:2; Armed Robbery:1,January,Friday,13,2137880.12,152705.72,0,0.08571428571428572,0.2020336627874439,0.1439
SILVERTON,19,Theft,16,Theft:16; Burglary:2; Hijack:1,October,Wednesday,0,1619650.88,85244.78,0,0.13333333333333333,0.15220254047113183,0.1428
